EXP;LAB;Animal_id;Cage_id;Litter_id;Batch_id;Group_Exp;Group;Recommend_exclusion;Entries_OpenArms;Entries_ClosedArms;Entries_Total;Perc_Entries_OpenArms;Perc_Entries_ClosedArms;Ratio_Entries_OpenArms;Time_OpenArms;Time_ClosedArms;Time_CentralArea;Perc_Time_OpenArms_total;Ratio_Time_OpenArms_total;Perc_Time_OpenArms_arms;Perc_Time_OpenArms_mixed;Perc_Time_ClosedArms_total;Perc_Time_ClosedArms_arms;Perc_Time_CentralArea_total;HeadDipping_Unprotected;HeadDipping_TotalTime;StretchAttend_Protected;Stretching_Total;Rearing;Grooming;Peeping_out;End_arm_exploration_count;Weight_dif;Tries_OpenArms;Tries_ClosedArms;Tries_Total;Distance;FST_Mobility_time;FST_Immobility_time;TST_Mobility_time;TST_Immobility_time;OR_Training_Object1;OR_Training_Object2;OR_Training_DiscriminationRatio;OR_Test_Old;OR_Test_New;OR_Test_DiscriminationRatio
EPM28;LAB85;2;Cx6;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;4;;;;;62;157;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;
EPM28;LAB85;3;Cx6;;A;Treated (not deprived);;Yes, no pre-defined criterion;1;2;;;;;9;235;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;
EPM28;LAB85;4;Cx6;;A;Treated (not deprived);;Yes, no pre-defined criterion;0;1;;;;;0;247;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
EPM28;LAB85;1;Cx7;;A;Treated (not deprived);;Yes, no pre-defined criterion;0;1;;;;;0;243;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;
EPM28;LAB85;2;Cx7;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;3;;;;;55;186;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
EPM28;LAB85;3;Cx7;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;4;;;;;48;130;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;
EPM28;LAB85;4;Cx7;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;4;;;;;60;142;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;
EPM28;LAB85;1;Cx10;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;3;;;;;26;216;;;;;;;;;;;;;;;;;-12;;;;;;;;;;;;;;
EPM28;LAB85;2;Cx10;;A;Treated (not deprived);;Yes, no pre-defined criterion;5;5;;;;;90;117;;;;;;;;;;;;;;;;;-15;;;;;;;;;;;;;;
EPM28;LAB85;3;Cx10;;A;Treated (not deprived);;Yes, no pre-defined criterion;6;7;;;;;73;114;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;
EPM28;LAB85;4;Cx10;;A;Treated (not deprived);;Yes, no pre-defined criterion;6;6;;;;;76;115;;;;;;;;;;;;;;;;;-14;;;;;;;;;;;;;;
EPM28;LAB85;1;Cx12;;A;Treated (not deprived);;Yes, no pre-defined criterion;1;2;;;;;5;218;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;
EPM28;LAB85;2;Cx12;;A;Treated (not deprived);;Yes, no pre-defined criterion;2;2;;;;;28;225;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;
EPM28;LAB85;3;Cx12;;A;Treated (not deprived);;Yes, no pre-defined criterion;5;6;;;;;80;121;;;;;;;;;;;;;;;;;-9;;;;;;;;;;;;;;
EPM28;LAB85;4;Cx12;;A;Treated (not deprived);;Yes, no pre-defined criterion;3;4;;;;;40;216;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;
EPM29;LAB10;2;1;;A;Control;Group1;No;4;2;;;;0,666666667;179;;;;0,596666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;1;;A;Control;Group1;No;1;1;;;;0,5;48;;;;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;2;;A;Control;Group1;No;7;5;;;;0,583333333;155;;;;0,516666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;2;;A;Control;Group1;No;13;5;;;;0,722222222;229;;;;0,763333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;3;;A;Control;Group1;No;6;1;;;;0,857142857;283;;;;0,943333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;3;;A;Control;Group1;No;7;10;;;;0,411764706;131;;;;0,436666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;4;;A;Control;Group1;No;7;3;;;;0,7;172;;;;0,573333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;4;;A;Control;Group1;No;6;2;;;;0,75;226;;;;0,753333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;5;;A;Control;Group1;No;4;6;;;;0,4;86;;;;0,286666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;5;;A;Control;Group1;No;0;3;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;6;;A;Control;Group1;No;2;7;;;;0,222222222;24;;;;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;6;;A;Control;Group1;No;3;4;;;;0,428571429;125;;;;0,416666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;7;;A;Control;Group1;No;8;3;;;;0,727272727;211;;;;0,703333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;7;;A;Control;Group1;No;0;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;8;;A;Control;Group1;No;4;5;;;;0,444444444;88;;;;0,293333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;8;;A;Control;Group1;No;0;4;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;9;;A;Control;Group1;No;6;4;;;;0,6;159;;;;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;9;;A;Control;Group1;No;3;5;;;;0,375;94;;;;0,313333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;10;;A;Control;Group1;No;6;4;;;;0,6;174;;;;0,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;10;;A;Control;Group1;No;5;3;;;;0,625;185;;;;0,616666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;11;;A;Control;Group1;No;2;5;;;;0,285714286;78;;;;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;11;;A;Control;Group1;No;7;5;;;;0,583333333;189;;;;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;12;;A;Control;Group1;No;5;5;;;;0,5;121;;;;0,403333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;12;;A;Control;Group1;No;9;11;;;;0,45;115;;;;0,383333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;13;;A;Control;Group1;No;3;3;;;;0,5;183;;;;0,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;13;;A;Control;Group1;No;4;5;;;;0,444444444;122;;;;0,406666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;14;;A;Control;Group1;No;6;11;;;;0,352941176;100;;;;0,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;14;;A;Control;Group1;No;6;3;;;;0,666666667;238;;;;0,793333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;15;;A;Control;Group1;No;7;8;;;;0,466666667;141;;;;0,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;15;;A;Control;Group1;No;5;2;;;;0,714285714;180;;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;16;;A;Control;Group1;No;3;6;;;;0,333333333;105;;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;16;;A;Control;Group1;No;0;1;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;17;;A;Control;Group1;No;0;3;;;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;17;;A;Control;Group1;No;4;1;;;;0,8;203;;;;0,676666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;1;;A;Treated;Group2;No;5;7;;;;0,416666667;120;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;1;;A;Treated;Group2;No;5;1;;;;0,833333333;285;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;2;;A;Treated;Group2;No;7;3;;;;0,7;176;;;;0,586666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;2;;A;Treated;Group2;No;5;2;;;;0,714285714;179;;;;0,596666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;3;;A;Treated;Group2;No;7;2;;;;0,777777778;228;;;;0,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;3;;A;Treated;Group2;No;4;7;;;;0,363636364;119;;;;0,396666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;4;;A;Treated;Group2;No;7;7;;;;0,5;160;;;;0,533333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;4;;A;Treated;Group2;No;3;2;;;;0,6;209;;;;0,696666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;5;;A;Treated;Group2;No;2;8;;;;0,2;58;;;;0,193333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;5;;A;Treated;Group2;No;5;3;;;;0,625;132;;;;0,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;6;;A;Treated;Group2;No;2;6;;;;0,25;99;;;;0,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;6;;A;Treated;Group2;No;4;6;;;;0,4;117;;;;0,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;7;;A;Treated;Group2;No;3;9;;;;0,25;103;;;;0,343333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;7;;A;Treated;Group2;No;1;4;;;;0,2;38;;;;0,126666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;8;;A;Treated;Group2;No;4;2;;;;0,666666667;212;;;;0,706666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;8;;A;Treated;Group2;No;3;1;;;;0,75;244;;;;0,813333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;9;;A;Treated;Group2;No;3;5;;;;0,375;75;;;;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;9;;A;Treated;Group2;No;2;3;;;;0,4;120;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;10;;A;Treated;Group2;No;1;5;;;;0,166666667;6;;;;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;10;;A;Treated;Group2;No;2;0;;;;1;189;;;;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;11;;A;Treated;Group2;No;1;5;;;;0,166666667;21;;;;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;11;;A;Treated;Group2;No;2;1;;;;0,666666667;189;;;;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;12;;A;Treated;Group2;No;6;6;;;;0,5;115;;;;0,383333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;12;;A;Treated;Group2;No;6;3;;;;0,666666667;190;;;;0,633333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;13;;A;Treated;Group2;No;1;7;;;;0,125;22;;;;0,073333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;13;;A;Treated;Group2;No;9;3;;;;0,75;237;;;;0,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;14;;A;Treated;Group2;No;6;5;;;;0,545454545;174;;;;0,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;14;;A;Treated;Group2;No;3;6;;;;0,333333333;82;;;;0,273333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;2;15;;A;Treated;Group2;No;8;3;;;;0,727272727;233;;;;0,776666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;15;;A;Treated;Group2;No;5;2;;;;0,714285714;239;;;;0,796666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;1;16;;A;Treated;Group2;No;5;3;;;;0,625;129;;;;0,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;16;;A;Treated;Group2;No;8;7;;;;0,533333333;211;;;;0,703333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;3;17;;A;Treated;Group2;No;6;2;;;;0,75;263;;;;0,876666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB10;4;17;;A;Treated;Group2;No;2;5;;;;0,285714286;58;;;;0,193333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx 1;;A;Control;Group1;No;4;3;;57,14285714;;;244;56;;81,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx 1;;A;Control;Group1;No;4;5;;44,44444444;;;64;238;;21,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx1;;A;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx1;;A;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx10;;A;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx10;;A;Control;Group1;No;1;1;;50;;;270;30;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx10;;A;Control;Group1;No;2;2;;50;;;54;246;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx11;;B;Control;Group1;No;2;3;;40;;;44;256;;14,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx11;;B;Control;Group1;No;3;4;;42,85714286;;;140;160;;46,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx12;;B;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx12;;B;Control;Group1;No;1;1;;50;;;32;268;;10,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx13;;B;Control;Group1;No;1;1;;50;;;28;272;;9,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx13;;B;Control;Group1;No;2;2;;50;;;100;200;;33,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx15;;B;Control;Group1;No;1;1;;50;;;77;224;;25,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx15;;B;Control;Group1;No;1;2;;33,33333333;;;170;130;;56,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx16;;B;Control;Group1;No;2;2;;50;;;78;222;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx16;;B;Control;Group1;No;2;2;;50;;;26;274;;8,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx21;;B;Control;Group1;No;1;2;;33,33333333;;;16;284;;5,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx21;;B;Control;Group1;No;2;2;;50;;;30;270;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx22;;B;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx22;;B;Control;Group1;No;2;3;;40;;;162;138;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx3;;A;Control;Group1;No;1;0;;100;;;300;0;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx3;;A;Control;Group1;No;2;2;;50;;;244;56;;81,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx3;;A;Control;Group1;No;1;0;;100;;;300;0;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx3;;A;Control;Group1;No;1;2;;33,33333333;;;25;275;;8,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx5;;A;Control;Group1;No;2;3;;40;;;28;272;;9,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx5;;A;Control;Group1;No;2;1;;66,66666667;;;26;274;;8,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx5;;A;Control;Group1;No;1;1;;50;;;64;236;;21,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx5;;A;Control;Group1;No;1;1;;50;;;32;268;;10,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx9;;A;Control;Group1;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx9;;A;Control;Group1;No;1;1;;50;;;28;272;;9,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx9;;A;Control;Group1;No;1;2;;33,33333333;;;14;286;;4,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx9;;A;Control;Group1;No;3;3;;50;;;84;216;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx10;;A;Control ;Group1;No;1;2;;33,33333333;;;66;234;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx14;;B;Treated;Group2;No;2;1;;66,66666667;;;100;200;;33,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx17;;B;Treated;Group2;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx18;;B;Treated;Group2;No;2;2;;50;;;28;272;;9,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx18;;B;Treated;Group2;No;1;1;;50;;;80;220;;26,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx19;;B;Treated;Group2;No;1;1;;50;;;8;292;;2,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx2;;A;Treated;Group2;No;2;1;;66,66666667;;;244;56;;81,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx2;;A;Treated;Group2;No;6;5;;54,54545455;;;170;130;;56,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx2;;A;Treated;Group2;No;3;4;;42,85714286;;;190;110;;63,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx20;;B;Treated;Group2;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx23;;B;Treated;Group2;No;1;2;;33,33333333;;;38;262;;12,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx23;;B;Treated;Group2;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx4;;A;Treated;Group2;No;1;1;;50;;;26;274;;8,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx4;;A;Treated;Group2;No;1;2;;33,33333333;;;30;270;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx4;;A;Treated;Group2;No;3;3;;50;;;152;148;;50,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx6;;A;Treated;Group2;No;2;3;;40;;;60;240;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx6;;A;Treated;Group2;No;1;1;;50;;;74;226;;24,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx7;;A;Treated;Group2;No;2;3;;40;;;170;130;;56,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx7;;A;Treated;Group2;No;3;3;;50;;;168;132;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx7;;A;Treated;Group2;No;1;2;;33,33333333;;;6;294;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx8;;A;Treated;Group2;No;4;5;;44,44444444;;;120;180;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx8;;A;Treated;Group2;No;1;1;;50;;;72;228;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx8;;A;Treated;Group2;No;1;1;;50;;;16;284;;5,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx14;;B;Treated ;Group2;No;1;1;;50;;;14;286;;4,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx17;;B;Treated ;Group2;No;1;1;;50;;;24;276;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx19;;B;Treated ;Group2;No;1;2;;33,33333333;;;22;278;;7,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx2;;A;Treated ;Group2;No;5;4;;55,55555556;;;184;116;;61,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx20;;B;Treated ;Group2;No;1;2;;33,33333333;;;66;234;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx24;;B;Treated ;Group2;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx24;;B;Treated ;Group2;No;0;1;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx4;;A;Treated ;Group2;No;1;1;;50;;;37;263;;12,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;1;Cx6;;A;Treated ;Group2;No;2;3;;40;;;78;222;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;4;Cx6;;A;Treated ;Group2;No;1;2;;33,33333333;;;27;273;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;3;Cx7;;A;Treated ;Group2;No;3;3;;50;;;50;250;;16,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB85;2;Cx8;;A;Treated ;Group2;No;1;1;;50;;;290;10;;96,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;3 verde;1;;A;Control;Group1;No;1;5;;16,66666667;;;200;100;;66,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;3 verde (leva 2);1;;B;Control;Group1;No;0;5;;0;;;0;298;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;4 verde (leva 2);1;;B;Control;Group1;No;1;5;;16,66666667;;;38;224;;12,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;5 verde (leva 2);1;;B;Control;Group1;No;6;4;;60;;;214;80;;71,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 azul;2;;A;Control;Group1;No;4;6;;40;;;49;203;;16,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 vermelho (leva 2);2;;B;Control;Group1;No;7;5;;58,33333333;;;119;169;;39,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;2 vermelho (leva 2);2;;B;Control;Group1;No;0;3;;0;;;0;300;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 azul (leva 2);3;;B;Control;Group1;No;1;4;;20;;;35;265;;11,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;3 azul;3;;A;Control;Group1;No;2;3;;40;;;18;248;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;4 vermelho (leva 2);3;;B;Control;Group1;No;7;4;;63,63636364;;;233;63;;77,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;5 vermelho (leva 2);3;;B;Control;Group1;No;4;7;;36,36363636;;;80;220;;26,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;3 azul (leva 2);4;;B;Control;Group1;No;1;9;;10;;;10;290;;3,333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 preto (leva 2);5;;B;Control;Group1;No;1;9;;10;;;6;294;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 vermelho;5;;A;Control;Group1;No;2;5;;28,57142857;;;27;250;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;2 vermelho;5;;A;Control;Group1;No;3;2;;60;;;62;166;;20,66666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;3 preto (leva 2);5;;B;Control;Group1;No;5;3;;62,5;;;235;65;;78,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;1 roxo (leva 2);6;;B;Control;Group1;No;4;5;;44,44444444;;;136;174;;45,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;2 roxo (leva 2);6;;B;Control;Group1;No;2;3;;40;;;90;210;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;4 vermelho;6;;A;Control;Group1;No;1;6;;14,28571429;;;24;231;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM29;LAB88;5 vermelho;6;;A;Control;Group1;No;4;9;;30,76923077;;;61;177;;20,33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
